sample,time_s,Fx,Fy,Fz,Mx,My,Mz,COP_AP,COP_ML,fs
27,0.027,2.189995,1.205867,690.946188,0.144704,-0.262799,0.004563,-38.248935,10.189620,1000
28,0.028,2.206092,1.208687,690.987970,0.145042,-0.264731,0.004730,-38.231328,10.192511,1000
29,0.029,2.222079,1.211470,691.029297,0.145376,-0.266649,0.004898,-38.213751,10.195390,1000
30,0.030,2.237952,1.214214,691.070155,0.145706,-0.268554,0.005065,-38.196205,10.198256,1000
31,0.031,2.253709,1.216919,691.110530,0.146030,-0.270445,0.005232,-38.178690,10.201109,1000
32,0.032,2.269347,1.219584,691.150410,0.146350,-0.272322,0.005399,-38.161207,10.203950,1000
33,0.033,2.284865,1.222207,691.189781,0.146665,-0.274184,0.005566,-38.143757,10.206777,1000
34,0.034,2.300258,1.224788,691.228629,0.146975,-0.276031,0.005732,-38.126341,10.209591,1000
35,0.035,2.315526,1.227326,691.266943,0.147279,-0.277863,0.005899,-38.108958,10.212391,1000
36,0.036,2.330665,1.229819,691.304710,0.147578,-0.279680,0.006065,-38.091611,10.215177,1000
37,0.037,2.345672,1.232269,691.341918,0.147872,-0.281481,0.006231,-38.074298,10.217949,1000
38,0.038,2.360547,1.234672,691.378553,0.148161,-0.283266,0.006397,-38.057021,10.220705,1000
39,0.039,2.375285,1.237029,691.414606,0.148443,-0.285034,0.006563,-38.039781,10.223447,1000
40,0.040,2.389885,1.239338,691.450063,0.148721,-0.286786,0.006728,-38.022579,10.226174,1000
41,0.041,2.404345,1.241599,691.484913,0.148992,-0.288521,0.006893,-38.005413,10.228885,1000
42,0.042,2.418661,1.243810,691.519146,0.149257,-0.290239,0.007058,-37.988287,10.231580,1000
43,0.043,2.432832,1.245972,691.552750,0.149517,-0.291940,0.007223,-37.971199,10.234259,1000
44,0.044,2.446856,1.248083,691.585714,0.149770,-0.293623,0.007388,-37.954151,10.236922,1000
45,0.045,2.460730,1.250141,691.618029,0.150017,-0.295288,0.007552,-37.937144,10.239568,1000
46,0.046,2.474451,1.252148,691.649684,0.150258,-0.296934,0.007716,-37.920177,10.242198,1000
47,0.047,2.488019,1.254101,691.680668,0.150492,-0.298562,0.007880,-37.903252,10.244810,1000
48,0.048,2.501430,1.255999,691.710973,0.150720,-0.300172,0.008043,-37.886369,10.247404,1000
49,0.049,2.514682,1.257843,691.740588,0.150941,-0.301762,0.008207,-37.869529,10.249981,1000
50,0.050,2.527774,1.259630,691.769506,0.151156,-0.303333,0.008370,-37.852732,10.252540,1000
51,0.051,2.540703,1.261361,691.797716,0.151363,-0.304884,0.008533,-37.835979,10.255080,1000
52,0.052,2.553466,1.263035,691.825210,0.151564,-0.306416,0.008695,-37.819271,10.257602,1000
53,0.053,2.566063,1.264650,691.851980,0.151758,-0.307928,0.008857,-37.802608,10.260105,1000
54,0.054,2.578491,1.266206,691.878018,0.151945,-0.309419,0.009019,-37.785991,10.262589,1000
55,0.055,2.590749,1.267702,691.903316,0.152124,-0.310890,0.009181,-37.769420,10.265053,1000
56,0.056,2.602833,1.269138,691.927867,0.152297,-0.312340,0.009342,-37.752896,10.267498,1000
57,0.057,2.614742,1.270512,691.951663,0.152461,-0.313769,0.009503,-37.736420,10.269922,1000
58,0.058,2.626475,1.271824,691.974697,0.152619,-0.315177,0.009664,-37.719992,10.272327,1000
59,0.059,2.638029,1.273072,691.996964,0.152769,-0.316564,0.009824,-37.703613,10.274710,1000
60,0.060,2.649403,1.274258,692.018456,0.152911,-0.317928,0.009985,-37.687284,10.277074,1000
61,0.061,2.660595,1.275378,692.039168,0.153045,-0.319271,0.010144,-37.671004,10.279416,1000
62,0.062,2.671603,1.276434,692.059094,0.153172,-0.320592,0.010304,-37.654775,10.281736,1000
63,0.063,2.682425,1.277424,692.078228,0.153291,-0.321891,0.010463,-37.638597,10.284035,1000
64,0.064,2.693060,1.278347,692.096566,0.153402,-0.323167,0.010622,-37.622471,10.286312,1000
65,0.065,2.703506,1.279203,692.114103,0.153504,-0.324421,0.010780,-37.606397,10.288567,1000
66,0.066,2.713762,1.279990,692.130835,0.153599,-0.325651,0.010939,-37.590376,10.290800,1000
67,0.067,2.723826,1.280709,692.146757,0.153685,-0.326859,0.011096,-37.574408,10.293010,1000
68,0.068,2.733695,1.281359,692.161865,0.153763,-0.328043,0.011254,-37.558495,10.295197,1000
69,0.069,2.743370,1.281938,692.176156,0.153833,-0.329204,0.011411,-37.542636,10.297361,1000
70,0.070,2.752848,1.282447,692.189628,0.153894,-0.330342,0.011568,-37.526833,10.299501,1000
71,0.071,2.762128,1.282884,692.202276,0.153946,-0.331455,0.011724,-37.511085,10.301618,1000
72,0.072,2.771208,1.283249,692.214099,0.153990,-0.332545,0.011880,-37.495394,10.303710,1000
73,0.073,2.780088,1.283541,692.225094,0.154025,-0.333611,0.012035,-37.479759,10.305779,1000
74,0.074,2.788765,1.283760,692.235259,0.154051,-0.334652,0.012191,-37.464182,10.307823,1000
75,0.075,2.797239,1.283905,692.244594,0.154069,-0.335669,0.012345,-37.448663,10.309842,1000
76,0.076,2.805509,1.283975,692.253096,0.154077,-0.336661,0.012500,-37.433203,10.311836,1000
77,0.077,2.813572,1.283970,692.260765,0.154076,-0.337629,0.012654,-37.417801,10.313804,1000
78,0.078,2.821428,1.283890,692.267601,0.154067,-0.338571,0.012807,-37.402460,10.315747,1000
79,0.079,2.829076,1.283732,692.273602,0.154048,-0.339489,0.012961,-37.387178,10.317665,1000
80,0.080,2.836515,1.283498,692.278770,0.154020,-0.340382,0.013113,-37.371958,10.319556,1000
81,0.081,2.843743,1.283186,692.283104,0.153982,-0.341249,0.013266,-37.356799,10.321421,1000
82,0.082,2.850760,1.282795,692.286605,0.153935,-0.342091,0.013418,-37.341701,10.323259,1000
83,0.083,2.857565,1.282326,692.289275,0.153879,-0.342908,0.013569,-37.326666,10.325071,1000
84,0.084,2.864156,1.281778,692.291115,0.153813,-0.343699,0.013720,-37.311694,10.326855,1000
85,0.085,2.870533,1.281150,692.292126,0.153738,-0.344464,0.013871,-37.296786,10.328612,1000
86,0.086,2.876695,1.280441,692.292310,0.153653,-0.345203,0.014021,-37.281941,10.330341,1000
87,0.087,2.882641,1.279652,692.291671,0.153558,-0.345917,0.014171,-37.267161,10.332043,1000
88,0.088,2.888370,1.278781,692.290210,0.153454,-0.346604,0.014320,-37.252446,10.333717,1000
89,0.089,2.893882,1.277828,692.287930,0.153339,-0.347266,0.014469,-37.237796,10.335362,1000
90,0.090,2.899176,1.276793,692.284836,0.153215,-0.347901,0.014618,-37.223213,10.336978,1000
91,0.091,2.904252,1.275674,692.280930,0.153081,-0.348510,0.014765,-37.208696,10.338566,1000
92,0.092,2.909108,1.274473,692.276217,0.152937,-0.349093,0.014913,-37.194246,10.340125,1000
93,0.093,2.913743,1.273187,692.270701,0.152782,-0.349649,0.015060,-37.179864,10.341654,1000
94,0.094,2.918159,1.271817,692.264386,0.152618,-0.350179,0.015206,-37.165550,10.343154,1000
95,0.095,2.922354,1.270363,692.257278,0.152444,-0.350682,0.015352,-37.151305,10.344624,1000
96,0.096,2.926327,1.268823,692.249381,0.152259,-0.351159,0.015498,-37.137128,10.346064,1000
97,0.097,2.930078,1.267198,692.240701,0.152064,-0.351609,0.015643,-37.123022,10.347474,1000
98,0.098,2.933607,1.265486,692.231245,0.151858,-0.352033,0.015787,-37.108985,10.348853,1000
99,0.099,2.936914,1.263688,692.221017,0.151643,-0.352430,0.015931,-37.095019,10.350201,1000
100,0.100,2.939998,1.261804,692.210025,0.151416,-0.352800,0.016075,-37.081124,10.351519,1000
101,0.101,2.942859,1.259832,692.198276,0.151180,-0.353143,0.016218,-37.067301,10.352805,1000
102,0.102,2.945497,1.257772,692.185776,0.150933,-0.353460,0.016360,-37.053549,10.354059,1000
103,0.103,2.947912,1.255625,692.172532,0.150675,-0.353749,0.016502,-37.039870,10.355282,1000
104,0.104,2.950103,1.253389,692.158553,0.150407,-0.354012,0.016644,-37.026264,10.356474,1000
105,0.105,2.952071,1.251065,692.143846,0.150128,-0.354248,0.016784,-37.012732,10.357632,1000
106,0.106,2.953815,1.248651,692.128420,0.149838,-0.354458,0.016925,-36.999273,10.358759,1000
107,0.107,2.955335,1.246149,692.112282,0.149538,-0.354640,0.017065,-36.985889,10.359853,1000
108,0.108,2.956632,1.243556,692.095443,0.149227,-0.354796,0.017204,-36.972579,10.360914,1000
109,0.109,2.957706,1.240874,692.077909,0.148905,-0.354925,0.017343,-36.959345,10.361942,1000
110,0.110,2.958557,1.238102,692.059692,0.148572,-0.355027,0.017481,-36.946187,10.362937,1000
111,0.111,2.959184,1.235239,692.040801,0.148229,-0.355102,0.017618,-36.933104,10.363898,1000
112,0.112,2.959589,1.232285,692.021244,0.147874,-0.355151,0.017755,-36.920099,10.364825,1000
113,0.113,2.959771,1.229241,692.001034,0.147509,-0.355173,0.017892,-36.907170,10.365719,1000
114,0.114,2.959731,1.226105,691.980179,0.147133,-0.355168,0.018028,-36.894319,10.366578,1000
115,0.115,2.959469,1.222878,691.958690,0.146745,-0.355136,0.018163,-36.881546,10.367403,1000
116,0.116,2.958986,1.219559,691.936579,0.146347,-0.355078,0.018298,-36.868851,10.368193,1000
117,0.117,2.958281,1.216148,691.913856,0.145938,-0.354994,0.018432,-36.856235,10.368949,1000
118,0.118,2.957356,1.212645,691.890532,0.145517,-0.354883,0.018565,-36.843698,10.369669,1000
119,0.119,2.956212,1.209049,691.866620,0.145086,-0.354745,0.018698,-36.831240,10.370354,1000
120,0.120,2.954847,1.205361,691.842130,0.144643,-0.354582,0.018831,-36.818863,10.371004,1000
121,0.121,2.953264,1.201581,691.817076,0.144190,-0.354392,0.018963,-36.806566,10.371618,1000
122,0.122,2.951462,1.197708,691.791468,0.143725,-0.354175,0.019094,-36.794350,10.372196,1000
123,0.123,2.949443,1.193741,691.765320,0.143249,-0.353933,0.019224,-36.782215,10.372738,1000
124,0.124,2.947207,1.189682,691.738644,0.142762,-0.353665,0.019354,-36.770162,10.373243,1000
125,0.125,2.944755,1.185530,691.711454,0.142264,-0.353371,0.019483,-36.758191,10.373712,1000
126,0.126,2.942088,1.181284,691.683761,0.141754,-0.353051,0.019612,-36.746302,10.374145,1000
127,0.127,2.939206,1.176944,691.655579,0.141233,-0.352705,0.019740,-36.734496,10.374540,1000
128,0.128,2.936111,1.172512,691.626922,0.140701,-0.352333,0.019868,-36.722773,10.374898,1000
129,0.129,2.932803,1.167985,691.597803,0.140158,-0.351936,0.019994,-36.711134,10.375219,1000
130,0.130,2.929284,1.163366,691.568237,0.139604,-0.351514,0.020121,-36.699579,10.375503,1000
131,0.131,2.925554,1.158652,691.538236,0.139038,-0.351066,0.020246,-36.688108,10.375749,1000
132,0.132,2.921614,1.153845,691.507815,0.138461,-0.350594,0.020371,-36.676721,10.375956,1000
133,0.133,2.917466,1.148943,691.476989,0.137873,-0.350096,0.020495,-36.665420,10.376126,1000
134,0.134,2.913110,1.143949,691.445771,0.137274,-0.349573,0.020619,-36.654204,10.376257,1000
135,0.135,2.908548,1.138860,691.414176,0.136663,-0.349026,0.020742,-36.643074,10.376350,1000
136,0.136,2.903782,1.133677,691.382220,0.136041,-0.348454,0.020864,-36.632030,10.376404,1000
137,0.137,2.898811,1.128401,691.349916,0.135408,-0.347857,0.020985,-36.621072,10.376419,1000
138,0.138,2.893638,1.123031,691.317280,0.134764,-0.347237,0.021106,-36.610202,10.376395,1000
139,0.139,2.888264,1.117567,691.284327,0.134108,-0.346592,0.021227,-36.599418,10.376332,1000
140,0.140,2.882689,1.112010,691.251072,0.133441,-0.345923,0.021346,-36.588722,10.376230,1000
141,0.141,2.876917,1.106359,691.217530,0.132763,-0.345230,0.021465,-36.578113,10.376088,1000
142,0.142,2.870947,1.100615,691.183717,0.132074,-0.344514,0.021583,-36.567593,10.375905,1000
143,0.143,2.864781,1.094777,691.149649,0.131373,-0.343774,0.021701,-36.557161,10.375683,1000
144,0.144,2.858422,1.088845,691.115340,0.130661,-0.343011,0.021817,-36.546818,10.375421,1000
145,0.145,2.851870,1.082821,691.080808,0.129938,-0.342224,0.021933,-36.536564,10.375119,1000
146,0.146,2.845127,1.076703,691.046066,0.129204,-0.341415,0.022049,-36.526399,10.374775,1000
147,0.147,2.838194,1.070493,691.011132,0.128459,-0.340583,0.022164,-36.516324,10.374392,1000
148,0.148,2.831074,1.064189,690.976021,0.127703,-0.339729,0.022278,-36.506339,10.373967,1000
149,0.149,2.823767,1.057793,690.940749,0.126935,-0.338852,0.022391,-36.496444,10.373501,1000
150,0.150,2.816276,1.051304,690.905333,0.126157,-0.337953,0.022503,-36.486639,10.372994,1000
151,0.151,2.808602,1.044723,690.869788,0.125367,-0.337032,0.022615,-36.476926,10.372446,1000
152,0.152,2.800748,1.038050,690.834130,0.124566,-0.336090,0.022726,-36.467303,10.371856,1000
153,0.153,2.792714,1.031285,690.798376,0.123754,-0.335126,0.022837,-36.457772,10.371224,1000
154,0.154,2.784503,1.024428,690.762542,0.122931,-0.334140,0.022946,-36.448333,10.370550,1000
155,0.155,2.776116,1.017480,690.726643,0.122098,-0.333134,0.023055,-36.438986,10.369835,1000
156,0.156,2.767556,1.010440,690.690697,0.121253,-0.332107,0.023163,-36.429730,10.369077,1000
157,0.157,2.758824,1.003309,690.654720,0.120397,-0.331059,0.023271,-36.420568,10.368276,1000
158,0.158,2.749922,0.996087,690.618727,0.119530,-0.329991,0.023378,-36.411498,10.367434,1000
159,0.159,2.740853,0.988775,690.582735,0.118653,-0.328902,0.023483,-36.402520,10.366548,1000
160,0.160,2.731617,0.981373,690.546760,0.117765,-0.327794,0.023589,-36.393637,10.365620,1000
161,0.161,2.722219,0.973880,690.510819,0.116866,-0.326666,0.023693,-36.384846,10.364648,1000
162,0.162,2.712658,0.966298,690.474927,0.115956,-0.325519,0.023797,-36.376149,10.363634,1000
163,0.163,2.702938,0.958627,690.439101,0.115035,-0.324353,0.023900,-36.367546,10.362576,1000
164,0.164,2.693061,0.950867,690.403356,0.114104,-0.323167,0.024002,-36.359038,10.361475,1000
165,0.165,2.683028,0.943017,690.367709,0.113162,-0.321963,0.024103,-36.350623,10.360330,1000
166,0.166,2.672843,0.935080,690.332177,0.112210,-0.320741,0.024204,-36.342303,10.359141,1000
167,0.167,2.662506,0.927054,690.296774,0.111247,-0.319501,0.024304,-36.334078,10.357908,1000
168,0.168,2.652021,0.918941,690.261516,0.110273,-0.318242,0.024403,-36.325948,10.356632,1000
169,0.169,2.641389,0.910741,690.226421,0.109289,-0.316967,0.024501,-36.317913,10.355311,1000
170,0.170,2.630613,0.902454,690.191502,0.108294,-0.315674,0.024599,-36.309974,10.353946,1000
171,0.171,2.619696,0.894080,690.156776,0.107290,-0.314363,0.024695,-36.302130,10.352536,1000
172,0.172,2.608639,0.885620,690.122259,0.106274,-0.313037,0.024791,-36.294382,10.351082,1000
173,0.173,2.597444,0.877075,690.087966,0.105249,-0.311693,0.024886,-36.286730,10.349583,1000
174,0.174,2.586115,0.868444,690.053913,0.104213,-0.310334,0.024981,-36.279174,10.348039,1000
175,0.175,2.574654,0.859729,690.020114,0.103167,-0.308958,0.025074,-36.271714,10.346451,1000
176,0.176,2.563062,0.850929,689.986584,0.102111,-0.307567,0.025167,-36.264351,10.344817,1000
177,0.177,2.551343,0.842045,689.953340,0.101045,-0.306161,0.025259,-36.257085,10.343138,1000
178,0.178,2.539499,0.833078,689.920395,0.099969,-0.304740,0.025350,-36.249915,10.341413,1000
179,0.179,2.527532,0.824028,689.887765,0.098883,-0.303304,0.025440,-36.242842,10.339643,1000
180,0.180,2.515446,0.814896,689.855464,0.097788,-0.301853,0.025530,-36.235867,10.337827,1000
181,0.181,2.503241,0.805682,689.823506,0.096682,-0.300389,0.025619,-36.228988,10.335966,1000
182,0.182,2.490921,0.796386,689.791907,0.095566,-0.298911,0.025706,-36.222208,10.334059,1000
183,0.183,2.478489,0.787010,689.760680,0.094441,-0.297419,0.025793,-36.215524,10.332105,1000
184,0.184,2.465947,0.777553,689.729838,0.093306,-0.295914,0.025880,-36.208939,10.330106,1000
185,0.185,2.453298,0.768017,689.699397,0.092162,-0.294396,0.025965,-36.202451,10.328061,1000
186,0.186,2.440543,0.758401,689.669370,0.091008,-0.292865,0.026050,-36.196061,10.325969,1000
187,0.187,2.427687,0.748707,689.639770,0.089845,-0.291322,0.026133,-36.189769,10.323830,1000
188,0.188,2.414730,0.738934,689.610611,0.088672,-0.289768,0.026216,-36.183576,10.321646,1000
189,0.189,2.401677,0.729084,689.581905,0.087490,-0.288201,0.026298,-36.177480,10.319414,1000
190,0.190,2.388530,0.719157,689.553666,0.086299,-0.286624,0.026379,-36.171484,10.317136,1000
191,0.191,2.375291,0.709154,689.525906,0.085098,-0.285035,0.026460,-36.165585,10.314811,1000
192,0.192,2.361963,0.699075,689.498638,0.083889,-0.283436,0.026539,-36.159785,10.312439,1000
193,0.193,2.348548,0.688921,689.471875,0.082671,-0.281826,0.026618,-36.154084,10.310019,1000
194,0.194,2.335051,0.678693,689.445627,0.081443,-0.280206,0.026696,-36.148482,10.307553,1000
195,0.195,2.321472,0.668391,689.419908,0.080207,-0.278577,0.026773,-36.142978,10.305039,1000
196,0.196,2.307815,0.658016,689.394729,0.078962,-0.276938,0.026849,-36.137574,10.302478,1000
197,0.197,2.294083,0.647568,689.370102,0.077708,-0.275290,0.026924,-36.132268,10.299870,1000
198,0.198,2.280278,0.637048,689.346037,0.076446,-0.273633,0.026999,-36.127061,10.297214,1000
199,0.199,2.266403,0.626457,689.322545,0.075175,-0.271968,0.027072,-36.121954,10.294511,1000
200,0.200,2.252461,0.615796,689.299638,0.073896,-0.270295,0.027145,-36.116945,10.291759,1000
201,0.201,2.238454,0.605065,689.277325,0.072608,-0.268615,0.027217,-36.112036,10.288960,1000
202,0.202,2.224386,0.594265,689.255617,0.071312,-0.266926,0.027288,-36.107226,10.286113,1000
203,0.203,2.210259,0.583397,689.234524,0.070008,-0.265231,0.027358,-36.102516,10.283218,1000
204,0.204,2.196076,0.572461,689.214056,0.068695,-0.263529,0.027427,-36.097905,10.280275,1000
205,0.205,2.181839,0.561459,689.194222,0.067375,-0.261821,0.027495,-36.093393,10.277284,1000
206,0.206,2.167552,0.550390,689.175031,0.066047,-0.260106,0.027562,-36.088980,10.274245,1000
207,0.207,2.153217,0.539256,689.156492,0.064711,-0.258386,0.027629,-36.084667,10.271157,1000
208,0.208,2.138837,0.528057,689.138614,0.063367,-0.256660,0.027695,-36.080454,10.268021,1000
209,0.209,2.124415,0.516794,689.121405,0.062015,-0.254930,0.027759,-36.076340,10.264837,1000
210,0.210,2.109953,0.505468,689.104873,0.060656,-0.253194,0.027823,-36.072325,10.261604,1000
211,0.211,2.095455,0.494080,689.089026,0.059290,-0.251455,0.027886,-36.068410,10.258322,1000
212,0.212,2.080923,0.482631,689.073872,0.057916,-0.249711,0.027948,-36.064594,10.254992,1000
213,0.213,2.066360,0.471120,689.059417,0.056534,-0.247963,0.028010,-36.060878,10.251613,1000
214,0.214,2.051769,0.459550,689.045668,0.055146,-0.246212,0.028070,-36.057261,10.248186,1000
215,0.215,2.037152,0.447921,689.032633,0.053750,-0.244458,0.028129,-36.053743,10.244709,1000
216,0.216,2.022512,0.436233,689.020317,0.052348,-0.242701,0.028188,-36.050325,10.241184,1000
217,0.217,2.007853,0.424488,689.008727,0.050939,-0.240942,0.028246,-36.047007,10.237610,1000
218,0.218,1.993176,0.412686,688.997868,0.049522,-0.239181,0.028302,-36.043787,10.233986,1000
219,0.219,1.978485,0.400829,688.987746,0.048099,-0.237418,0.028358,-36.040667,10.230314,1000
220,0.220,1.963782,0.388916,688.978365,0.046670,-0.235654,0.028413,-36.037647,10.226593,1000
221,0.221,1.949071,0.376950,688.969730,0.045234,-0.233889,0.028467,-36.034725,10.222822,1000
222,0.222,1.934353,0.364930,688.961847,0.043792,-0.232122,0.028520,-36.031903,10.219002,1000
223,0.223,1.919632,0.352858,688.954718,0.042343,-0.230356,0.028572,-36.029179,10.215133,1000
224,0.224,1.904911,0.340735,688.948349,0.040888,-0.228589,0.028623,-36.026555,10.211215,1000
225,0.225,1.890191,0.328561,688.942742,0.039427,-0.226823,0.028674,-36.024030,10.207247,1000
226,0.226,1.875477,0.316337,688.937900,0.037960,-0.225057,0.028723,-36.021603,10.203230,1000
227,0.227,1.860770,0.304065,688.933827,0.036488,-0.223292,0.028772,-36.019276,10.199164,1000
228,0.228,1.846073,0.291744,688.930525,0.035009,-0.221529,0.028819,-36.017047,10.195048,1000
229,0.229,1.831389,0.279377,688.927997,0.033525,-0.219767,0.028866,-36.014917,10.190882,1000
230,0.230,1.816720,0.266963,688.926243,0.032036,-0.218006,0.028912,-36.012885,10.186667,1000
231,0.231,1.802070,0.254505,688.925266,0.030541,-0.216248,0.028957,-36.010952,10.182403,1000
232,0.232,1.787441,0.242002,688.925067,0.029040,-0.214493,0.029000,-36.009118,10.178089,1000
233,0.233,1.772836,0.229456,688.925647,0.027535,-0.212740,0.029043,-36.007381,10.173725,1000
234,0.234,1.758256,0.216867,688.927007,0.026024,-0.210991,0.029085,-36.005743,10.169312,1000
235,0.235,1.743706,0.204238,688.929146,0.024509,-0.209245,0.029127,-36.004203,10.164849,1000
236,0.236,1.729186,0.191567,688.932066,0.022988,-0.207502,0.029167,-36.002761,10.160336,1000
237,0.237,1.714701,0.178858,688.935764,0.021463,-0.205764,0.029206,-36.001416,10.155774,1000
238,0.238,1.700253,0.166109,688.940241,0.019933,-0.204030,0.029244,-36.000169,10.151162,1000
239,0.239,1.685843,0.153323,688.945496,0.018399,-0.202301,0.029282,-35.999020,10.146500,1000
240,0.240,1.671475,0.140501,688.951527,0.016860,-0.200577,0.029318,-35.997968,10.141789,1000
241,0.241,1.657152,0.127643,688.958333,0.015317,-0.198858,0.029354,-35.997014,10.137027,1000
242,0.242,1.642875,0.114750,688.965911,0.013770,-0.197145,0.029388,-35.996156,10.132216,1000
243,0.243,1.628647,0.101824,688.974260,0.012219,-0.195438,0.029422,-35.995396,10.127355,1000
244,0.244,1.614470,0.088865,688.983376,0.010664,-0.193736,0.029454,-35.994732,10.122444,1000
245,0.245,1.600348,0.075874,688.993257,0.009105,-0.192042,0.029486,-35.994165,10.117484,1000
246,0.246,1.586282,0.062852,689.003899,0.007542,-0.190354,0.029517,-35.993695,10.112474,1000
247,0.247,1.572275,0.049801,689.015299,0.005976,-0.188673,0.029547,-35.993321,10.107414,1000
248,0.248,1.558330,0.036721,689.027453,0.004407,-0.187000,0.029576,-35.993043,10.102304,1000
249,0.249,1.544447,0.023614,689.040356,0.002834,-0.185334,0.029604,-35.992861,10.097144,1000
250,0.250,1.530631,0.010480,689.054005,0.001258,-0.183676,0.029631,-35.992774,10.091934,1000
251,0.251,1.516883,-0.002680,689.068393,-0.000322,-0.182026,0.029657,-35.992784,10.086675,1000
252,0.252,1.503206,-0.015864,689.083517,-0.001904,-0.180385,0.029682,-35.992888,10.081366,1000
253,0.253,1.489601,-0.029072,689.099369,-0.003489,-0.178752,0.029706,-35.993088,10.076007,1000
254,0.254,1.476071,-0.042303,689.115946,-0.005076,-0.177129,0.029729,-35.993383,10.070599,1000
255,0.255,1.462618,-0.055555,689.133240,-0.006667,-0.175514,0.029751,-35.993773,10.065140,1000
256,0.256,1.449245,-0.068827,689.151245,-0.008259,-0.173909,0.029773,-35.994257,10.059632,1000
257,0.257,1.435954,-0.082119,689.169954,-0.009854,-0.172314,0.029793,-35.994836,10.054074,1000
258,0.258,1.422746,-0.095430,689.189361,-0.011452,-0.170729,0.029813,-35.995508,10.048467,1000
259,0.259,1.409624,-0.108758,689.209458,-0.013051,-0.169155,0.029831,-35.996275,10.042809,1000
260,0.260,1.396589,-0.122102,689.230238,-0.014652,-0.167591,0.029849,-35.997135,10.037102,1000
261,0.261,1.383645,-0.135461,689.251692,-0.016255,-0.166037,0.029865,-35.998089,10.031346,1000
262,0.262,1.370793,-0.148835,689.273813,-0.017860,-0.164495,0.029881,-35.999136,10.025540,1000
263,0.263,1.358034,-0.162222,689.296592,-0.019467,-0.162964,0.029895,-36.000276,10.019684,1000
264,0.264,1.345372,-0.175621,689.320020,-0.021075,-0.161445,0.029909,-36.001508,10.013779,1000
265,0.265,1.332807,-0.189031,689.344088,-0.022684,-0.159937,0.029922,-36.002833,10.007824,1000
266,0.266,1.320343,-0.202452,689.368788,-0.024294,-0.158441,0.029933,-36.004250,10.001820,1000
267,0.267,1.307979,-0.215881,689.394109,-0.025906,-0.156958,0.029944,-36.005759,9.995766,1000
268,0.268,1.295720,-0.229318,689.420042,-0.027518,-0.155486,0.029954,-36.007360,9.989663,1000
269,0.269,1.283565,-0.242762,689.446577,-0.029131,-0.154028,0.029963,-36.009052,9.983511,1000
270,0.270,1.271518,-0.256212,689.473703,-0.030745,-0.152582,0.029971,-36.010836,9.977309,1000
