sample,time_s,Fx,Fy,Fz,Mx,My,Mz,COP_AP,COP_ML,fs
77,0.077,2.918540,0.497425,692.991544,0.059691,-0.350225,0.012654,-36.229509,8.224748,1000
78,0.078,2.922102,0.496837,692.992714,0.059620,-0.350652,0.012807,-36.218821,8.225806,1000
79,0.079,2.925454,0.496180,692.993046,0.059542,-0.351055,0.012961,-36.208196,8.226842,1000
80,0.080,2.928595,0.495454,692.992541,0.059455,-0.351431,0.013113,-36.197634,8.227854,1000
81,0.081,2.931524,0.494659,692.991199,0.059359,-0.351783,0.013266,-36.187136,8.228842,1000
82,0.082,2.934240,0.493793,692.989020,0.059255,-0.352109,0.013418,-36.176702,8.229807,1000
83,0.083,2.936742,0.492855,692.986007,0.059143,-0.352409,0.013569,-36.166332,8.230747,1000
84,0.084,2.939029,0.491847,692.982160,0.059022,-0.352683,0.013720,-36.156028,8.231663,1000
85,0.085,2.941100,0.490766,692.977481,0.058892,-0.352932,0.013871,-36.145789,8.232554,1000
86,0.086,2.942955,0.489612,692.971973,0.058753,-0.353155,0.014021,-36.135616,8.233421,1000
87,0.087,2.944592,0.488386,692.965637,0.058606,-0.353351,0.014171,-36.125510,8.234262,1000
88,0.088,2.946012,0.487086,692.958476,0.058450,-0.353521,0.014320,-36.115471,8.235078,1000
89,0.089,2.947214,0.485712,692.950494,0.058285,-0.353666,0.014469,-36.105500,8.235868,1000
90,0.090,2.948196,0.484263,692.941694,0.058112,-0.353784,0.014618,-36.095598,8.236632,1000
91,0.091,2.948958,0.482739,692.932079,0.057929,-0.353875,0.014765,-36.085764,8.237370,1000
92,0.092,2.949501,0.481139,692.921653,0.057737,-0.353940,0.014913,-36.075999,8.238082,1000
93,0.093,2.949822,0.479464,692.910421,0.057536,-0.353979,0.015060,-36.066304,8.238767,1000
94,0.094,2.949923,0.477712,692.898388,0.057325,-0.353991,0.015206,-36.056679,8.239425,1000
95,0.095,2.949802,0.475883,692.885558,0.057106,-0.353976,0.015352,-36.047125,8.240056,1000
96,0.096,2.949459,0.473977,692.871936,0.056877,-0.353935,0.015498,-36.037642,8.240660,1000
97,0.097,2.948894,0.471993,692.857529,0.056639,-0.353867,0.015643,-36.028231,8.241236,1000
98,0.098,2.948106,0.469930,692.842341,0.056392,-0.353773,0.015787,-36.018892,8.241785,1000
99,0.099,2.947095,0.467789,692.826380,0.056135,-0.353651,0.015931,-36.009626,8.242305,1000
100,0.100,2.945862,0.465570,692.809652,0.055868,-0.353503,0.016075,-36.000433,8.242797,1000
101,0.101,2.944406,0.463271,692.792163,0.055592,-0.353329,0.016218,-35.991313,8.243260,1000
102,0.102,2.942726,0.460892,692.773920,0.055307,-0.353127,0.016360,-35.982268,8.243695,1000
103,0.103,2.940823,0.458433,692.754931,0.055012,-0.352899,0.016502,-35.973297,8.244101,1000
104,0.104,2.938697,0.455893,692.735204,0.054707,-0.352644,0.016644,-35.964401,8.244477,1000
105,0.105,2.936347,0.453273,692.714747,0.054393,-0.352362,0.016784,-35.955580,8.244824,1000
106,0.106,2.933774,0.450572,692.693567,0.054069,-0.352053,0.016925,-35.946836,8.245141,1000
107,0.107,2.930978,0.447789,692.671673,0.053735,-0.351717,0.017065,-35.938167,8.245429,1000
108,0.108,2.927959,0.444925,692.649074,0.053391,-0.351355,0.017204,-35.929576,8.245686,1000
109,0.109,2.924718,0.441978,692.625779,0.053037,-0.350966,0.017343,-35.921062,8.245913,1000
110,0.110,2.921253,0.438949,692.601798,0.052674,-0.350550,0.017481,-35.912625,8.246109,1000
111,0.111,2.917567,0.435838,692.577139,0.052301,-0.350108,0.017618,-35.904267,8.246275,1000
112,0.112,2.913658,0.432644,692.551813,0.051917,-0.349639,0.017755,-35.895987,8.246409,1000
113,0.113,2.909528,0.429366,692.525830,0.051524,-0.349143,0.017892,-35.887787,8.246512,1000
114,0.114,2.905177,0.426006,692.499201,0.051121,-0.348621,0.018028,-35.879665,8.246584,1000
115,0.115,2.900604,0.422561,692.471935,0.050707,-0.348073,0.018163,-35.871624,8.246624,1000
116,0.116,2.895812,0.419033,692.444044,0.050284,-0.347497,0.018298,-35.863663,8.246632,1000
117,0.117,2.890799,0.415421,692.415539,0.049851,-0.346896,0.018432,-35.855782,8.246608,1000
118,0.118,2.885568,0.411725,692.386431,0.049407,-0.346268,0.018565,-35.847983,8.246552,1000
119,0.119,2.880117,0.407944,692.356731,0.048953,-0.345614,0.018698,-35.840265,8.246463,1000
120,0.120,2.874449,0.404079,692.326452,0.048489,-0.344934,0.018831,-35.832629,8.246341,1000
121,0.121,2.868563,0.400129,692.295606,0.048015,-0.344228,0.018963,-35.825076,8.246186,1000
122,0.122,2.862461,0.396094,692.264205,0.047531,-0.343495,0.019094,-35.817605,8.245999,1000
123,0.123,2.856143,0.391974,692.232260,0.047037,-0.342737,0.019224,-35.810217,8.245777,1000
124,0.124,2.849610,0.387769,692.199786,0.046532,-0.341953,0.019354,-35.802913,8.245523,1000
125,0.125,2.842863,0.383479,692.166794,0.046017,-0.341144,0.019483,-35.795692,8.245234,1000
126,0.126,2.835902,0.379103,692.133299,0.045492,-0.340308,0.019612,-35.788556,8.244911,1000
127,0.127,2.828729,0.374642,692.099312,0.044957,-0.339448,0.019740,-35.781504,8.244555,1000
128,0.128,2.821345,0.370095,692.064848,0.044411,-0.338561,0.019868,-35.774538,8.244163,1000
129,0.129,2.813750,0.365462,692.029920,0.043855,-0.337650,0.019994,-35.767657,8.243738,1000
130,0.130,2.805946,0.360744,691.994541,0.043289,-0.336714,0.020121,-35.760861,8.243277,1000
131,0.131,2.797934,0.355940,691.958727,0.042713,-0.335752,0.020246,-35.754152,8.242781,1000
132,0.132,2.789715,0.351050,691.922491,0.042126,-0.334766,0.020371,-35.747529,8.242250,1000
133,0.133,2.781289,0.346075,691.885847,0.041529,-0.333755,0.020495,-35.740993,8.241684,1000
134,0.134,2.772659,0.341013,691.848809,0.040922,-0.332719,0.020619,-35.734544,8.241082,1000
135,0.135,2.763826,0.335866,691.811393,0.040304,-0.331659,0.020742,-35.728182,8.240445,1000
136,0.136,2.754790,0.330632,691.773613,0.039676,-0.330575,0.020864,-35.721909,8.239771,1000
137,0.137,2.745553,0.325313,691.735484,0.039038,-0.329466,0.020985,-35.715724,8.239061,1000
138,0.138,2.736117,0.319908,691.697021,0.038389,-0.328334,0.021106,-35.709627,8.238315,1000
139,0.139,2.726482,0.314418,691.658239,0.037730,-0.327178,0.021227,-35.703619,8.237533,1000
140,0.140,2.716651,0.308841,691.619153,0.037061,-0.325998,0.021346,-35.697700,8.236713,1000
141,0.141,2.706625,0.303179,691.579779,0.036382,-0.324795,0.021465,-35.691870,8.235857,1000
142,0.142,2.696404,0.297432,691.540132,0.035692,-0.323569,0.021583,-35.686131,8.234964,1000
143,0.143,2.685992,0.291598,691.500227,0.034992,-0.322319,0.021701,-35.680481,8.234033,1000
144,0.144,2.675389,0.285680,691.460081,0.034282,-0.321047,0.021817,-35.674922,8.233065,1000
145,0.145,2.664596,0.279676,691.419708,0.033561,-0.319752,0.021933,-35.669454,8.232059,1000
146,0.146,2.653617,0.273587,691.379126,0.032830,-0.318434,0.022049,-35.664076,8.231016,1000
147,0.147,2.642451,0.267413,691.338349,0.032090,-0.317094,0.022164,-35.658790,8.229934,1000
148,0.148,2.631102,0.261154,691.297394,0.031338,-0.315732,0.022278,-35.653596,8.228815,1000
149,0.149,2.619570,0.254810,691.256276,0.030577,-0.314348,0.022391,-35.648494,8.227657,1000
150,0.150,2.607858,0.248381,691.215012,0.029806,-0.312943,0.022503,-35.643483,8.226461,1000
151,0.151,2.595967,0.241868,691.173618,0.029024,-0.311516,0.022615,-35.638565,8.225225,1000
152,0.152,2.583900,0.235271,691.132110,0.028233,-0.310068,0.022726,-35.633740,8.223952,1000
153,0.153,2.571657,0.228590,691.090505,0.027431,-0.308599,0.022837,-35.629008,8.222639,1000
154,0.154,2.559241,0.221825,691.048817,0.026619,-0.307109,0.022946,-35.624369,8.221287,1000
155,0.155,2.546654,0.214977,691.007064,0.025797,-0.305599,0.023055,-35.619823,8.219896,1000
156,0.156,2.533898,0.208045,690.965262,0.024965,-0.304068,0.023163,-35.615372,8.218465,1000
157,0.157,2.520975,0.201029,690.923427,0.024124,-0.302517,0.023271,-35.611014,8.216994,1000
158,0.158,2.507887,0.193931,690.881576,0.023272,-0.300946,0.023378,-35.606750,8.215484,1000
159,0.159,2.494635,0.186751,690.839724,0.022410,-0.299356,0.023483,-35.602581,8.213934,1000
160,0.160,2.481223,0.179488,690.797888,0.021539,-0.297747,0.023589,-35.598507,8.212344,1000
161,0.161,2.467652,0.172143,690.756085,0.020657,-0.296118,0.023693,-35.594528,8.210713,1000
162,0.162,2.453924,0.164716,690.714329,0.019766,-0.294471,0.023797,-35.590644,8.209042,1000
163,0.163,2.440042,0.157208,690.672638,0.018865,-0.292805,0.023900,-35.586855,8.207331,1000
164,0.164,2.426007,0.149619,690.631028,0.017954,-0.291121,0.024002,-35.583162,8.205579,1000
165,0.165,2.411822,0.141948,690.589515,0.017034,-0.289419,0.024103,-35.579565,8.203786,1000
166,0.166,2.397490,0.134198,690.548114,0.016104,-0.287699,0.024204,-35.576064,8.201952,1000
167,0.167,2.383011,0.126367,690.506842,0.015164,-0.285961,0.024304,-35.572659,8.200077,1000
168,0.168,2.368390,0.118457,690.465715,0.014215,-0.284207,0.024403,-35.569350,8.198160,1000
169,0.169,2.353628,0.110467,690.424748,0.013256,-0.282435,0.024501,-35.566138,8.196202,1000
170,0.170,2.338727,0.102398,690.383957,0.012288,-0.280647,0.024599,-35.563023,8.194203,1000
171,0.171,2.323690,0.094251,690.343359,0.011310,-0.278843,0.024695,-35.560005,8.192162,1000
172,0.172,2.308519,0.086025,690.302968,0.010323,-0.277022,0.024791,-35.557085,8.190079,1000
173,0.173,2.293216,0.077722,690.262800,0.009327,-0.275186,0.024886,-35.554261,8.187954,1000
174,0.174,2.277785,0.069341,690.222871,0.008321,-0.273334,0.024981,-35.551535,8.185787,1000
175,0.175,2.262228,0.060884,690.183196,0.007306,-0.271467,0.025074,-35.548907,8.183578,1000
176,0.176,2.246546,0.052350,690.143789,0.006282,-0.269586,0.025167,-35.546377,8.181326,1000
177,0.177,2.230743,0.043740,690.104667,0.005249,-0.267689,0.025259,-35.543945,8.179032,1000
178,0.178,2.214821,0.035055,690.065844,0.004207,-0.265779,0.025350,-35.541611,8.176695,1000
179,0.179,2.198783,0.026294,690.027334,0.003155,-0.263854,0.025440,-35.539375,8.174316,1000
180,0.180,2.182631,0.017460,689.989153,0.002095,-0.261916,0.025530,-35.537238,8.171894,1000
181,0.181,2.166368,0.008551,689.951315,0.001026,-0.259964,0.025619,-35.535199,8.169429,1000
182,0.182,2.149996,-0.000432,689.913834,-0.000052,-0.258000,0.025706,-35.533259,8.166920,1000
183,0.183,2.133519,-0.009487,689.876725,-0.001138,-0.256022,0.025793,-35.531418,8.164369,1000
184,0.184,2.116938,-0.018615,689.840002,-0.002234,-0.254033,0.025880,-35.529676,8.161774,1000
185,0.185,2.100256,-0.027815,689.803678,-0.003338,-0.252031,0.025965,-35.528033,8.159136,1000
186,0.186,2.083476,-0.037086,689.767767,-0.004450,-0.250017,0.026050,-35.526490,8.156454,1000
187,0.187,2.066601,-0.046428,689.732283,-0.005571,-0.247992,0.026133,-35.525045,8.153728,1000
188,0.188,2.049634,-0.055841,689.697239,-0.006701,-0.245956,0.026216,-35.523700,8.150959,1000
189,0.189,2.032576,-0.065322,689.662649,-0.007839,-0.243909,0.026298,-35.522455,8.148146,1000
190,0.190,2.015432,-0.074873,689.628525,-0.008985,-0.241852,0.026379,-35.521309,8.145289,1000
191,0.191,1.998202,-0.084493,689.594879,-0.010139,-0.239784,0.026460,-35.520264,8.142387,1000
192,0.192,1.980892,-0.094180,689.561726,-0.011302,-0.237707,0.026539,-35.519317,8.139442,1000
193,0.193,1.963502,-0.103935,689.529076,-0.012472,-0.235620,0.026618,-35.518471,8.136452,1000
194,0.194,1.946036,-0.113756,689.496942,-0.013651,-0.233524,0.026696,-35.517725,8.133418,1000
195,0.195,1.928497,-0.123643,689.465337,-0.014837,-0.231420,0.026773,-35.517079,8.130340,1000
196,0.196,1.910888,-0.133595,689.434271,-0.016031,-0.229307,0.026849,-35.516533,8.127216,1000
197,0.197,1.893210,-0.143612,689.403756,-0.017233,-0.227185,0.026924,-35.516087,8.124049,1000
198,0.198,1.875468,-0.153693,689.373804,-0.018443,-0.225056,0.026999,-35.515741,8.120836,1000
199,0.199,1.857664,-0.163838,689.344425,-0.019661,-0.222920,0.027072,-35.515496,8.117579,1000
200,0.200,1.839800,-0.174045,689.315630,-0.020885,-0.220776,0.027145,-35.515351,8.114276,1000
201,0.201,1.821880,-0.184314,689.287430,-0.022118,-0.218626,0.027217,-35.515306,8.110929,1000
202,0.202,1.803906,-0.194644,689.259834,-0.023357,-0.216469,0.027288,-35.515362,8.107536,1000
203,0.203,1.785882,-0.205035,689.232854,-0.024604,-0.214306,0.027358,-35.515518,8.104099,1000
204,0.204,1.767809,-0.215486,689.206498,-0.025858,-0.212137,0.027427,-35.515774,8.100616,1000
205,0.205,1.749692,-0.225995,689.180776,-0.027119,-0.209963,0.027495,-35.516131,8.097087,1000
206,0.206,1.731532,-0.236563,689.155698,-0.028388,-0.207784,0.027562,-35.516589,8.093514,1000
207,0.207,1.713333,-0.247189,689.131271,-0.029663,-0.205600,0.027629,-35.517147,8.089895,1000
208,0.208,1.695097,-0.257871,689.107506,-0.030945,-0.203412,0.027695,-35.517806,8.086230,1000
209,0.209,1.676828,-0.268610,689.084410,-0.032233,-0.201219,0.027759,-35.518565,8.082519,1000
210,0.210,1.658528,-0.279404,689.061991,-0.033528,-0.199023,0.027823,-35.519424,8.078763,1000
211,0.211,1.640201,-0.290252,689.040257,-0.034830,-0.196824,0.027886,-35.520385,8.074961,1000
212,0.212,1.621848,-0.301155,689.019216,-0.036139,-0.194622,0.027948,-35.521445,8.071114,1000
213,0.213,1.603473,-0.312110,688.998875,-0.037453,-0.192417,0.028010,-35.522606,8.067220,1000
214,0.214,1.585078,-0.323117,688.979240,-0.038774,-0.190209,0.028070,-35.523868,8.063280,1000
215,0.215,1.566667,-0.334176,688.960320,-0.040101,-0.188000,0.028129,-35.525230,8.059295,1000
216,0.216,1.548243,-0.345286,688.942119,-0.041434,-0.185789,0.028188,-35.526693,8.055263,1000
217,0.217,1.529808,-0.356445,688.924643,-0.042773,-0.183577,0.028246,-35.528255,8.051185,1000
218,0.218,1.511365,-0.367653,688.907900,-0.044118,-0.181364,0.028302,-35.529919,8.047061,1000
219,0.219,1.492917,-0.378909,688.891893,-0.045469,-0.179150,0.028358,-35.531682,8.042891,1000
220,0.220,1.474466,-0.390212,688.876629,-0.046825,-0.176936,0.028413,-35.533546,8.038674,1000
221,0.221,1.456017,-0.401562,688.862111,-0.048187,-0.174722,0.028467,-35.535510,8.034411,1000
222,0.222,1.437570,-0.412957,688.848345,-0.049555,-0.172508,0.028520,-35.537573,8.030102,1000
223,0.223,1.419130,-0.424397,688.835335,-0.050928,-0.170296,0.028572,-35.539738,8.025746,1000
224,0.224,1.400699,-0.435881,688.823084,-0.052306,-0.168084,0.028623,-35.542002,8.021343,1000
225,0.225,1.382280,-0.447407,688.811596,-0.053689,-0.165874,0.028674,-35.544365,8.016894,1000
226,0.226,1.363876,-0.458976,688.800874,-0.055077,-0.163665,0.028723,-35.546829,8.012399,1000
227,0.227,1.345488,-0.470586,688.790921,-0.056470,-0.161459,0.028772,-35.549393,8.007857,1000
228,0.228,1.327122,-0.482236,688.781740,-0.057868,-0.159255,0.028819,-35.552056,8.003268,1000
229,0.229,1.308778,-0.493925,688.773334,-0.059271,-0.157053,0.028866,-35.554818,7.998633,1000
230,0.230,1.290460,-0.505653,688.765703,-0.060678,-0.154855,0.028912,-35.557681,7.993951,1000
231,0.231,1.272170,-0.517418,688.758849,-0.062090,-0.152660,0.028957,-35.560642,7.989222,1000
232,0.232,1.253911,-0.529220,688.752774,-0.063506,-0.150469,0.029000,-35.563703,7.984446,1000
233,0.233,1.235687,-0.541058,688.747479,-0.064927,-0.148282,0.029043,-35.566863,7.979624,1000
234,0.234,1.217499,-0.552930,688.742965,-0.066352,-0.146100,0.029085,-35.570122,7.974754,1000
235,0.235,1.199350,-0.564836,688.739231,-0.067780,-0.143922,0.029127,-35.573479,7.969838,1000
236,0.236,1.181243,-0.576775,688.736278,-0.069213,-0.141749,0.029167,-35.576936,7.964875,1000
237,0.237,1.163181,-0.588746,688.734105,-0.070650,-0.139582,0.029206,-35.580491,7.959865,1000
238,0.238,1.145166,-0.600748,688.732712,-0.072090,-0.137420,0.029244,-35.584145,7.954808,1000
239,0.239,1.127200,-0.612779,688.732097,-0.073534,-0.135264,0.029282,-35.587897,7.949705,1000
240,0.240,1.109288,-0.624840,688.732260,-0.074981,-0.133115,0.029318,-35.591747,7.944554,1000
241,0.241,1.091430,-0.636929,688.733198,-0.076432,-0.130972,0.029354,-35.595695,7.939356,1000
242,0.242,1.073630,-0.649045,688.734911,-0.077885,-0.128836,0.029388,-35.599741,7.934112,1000
243,0.243,1.055890,-0.661188,688.737394,-0.079343,-0.126707,0.029422,-35.603885,7.928820,1000
244,0.244,1.038213,-0.673355,688.740646,-0.080803,-0.124586,0.029454,-35.608126,7.923481,1000
245,0.245,1.020601,-0.685546,688.744664,-0.082266,-0.122472,0.029486,-35.612465,7.918096,1000
246,0.246,1.003056,-0.697761,688.749445,-0.083731,-0.120367,0.029517,-35.616901,7.912663,1000
247,0.247,0.985582,-0.709998,688.754985,-0.085200,-0.118270,0.029547,-35.621434,7.907184,1000
248,0.248,0.968180,-0.722256,688.761279,-0.086671,-0.116182,0.029576,-35.626064,7.901657,1000
249,0.249,0.950853,-0.734534,688.768325,-0.088144,-0.114102,0.029604,-35.630791,7.896084,1000
250,0.250,0.933604,-0.746831,688.776117,-0.089620,-0.112032,0.029631,-35.635614,7.890463,1000
251,0.251,0.916434,-0.759147,688.784650,-0.091098,-0.109972,0.029657,-35.640533,7.884795,1000
252,0.252,0.899347,-0.771479,688.793919,-0.092578,-0.107922,0.029682,-35.645548,7.879081,1000
253,0.253,0.882344,-0.783828,688.803920,-0.094059,-0.105881,0.029706,-35.650659,7.873320,1000
254,0.254,0.865428,-0.796192,688.814645,-0.095543,-0.103851,0.029729,-35.655866,7.867511,1000
255,0.255,0.848600,-0.808570,688.826090,-0.097028,-0.101832,0.029751,-35.661168,7.861656,1000
256,0.256,0.831864,-0.820961,688.838247,-0.098515,-0.099824,0.029773,-35.666566,7.855754,1000
257,0.257,0.815222,-0.833364,688.851110,-0.100004,-0.097827,0.029793,-35.672058,7.849804,1000
258,0.258,0.798675,-0.845778,688.864672,-0.101493,-0.095841,0.029813,-35.677646,7.843808,1000
259,0.259,0.782226,-0.858202,688.878925,-0.102984,-0.093867,0.029831,-35.683327,7.837766,1000
260,0.260,0.765878,-0.870635,688.893863,-0.104476,-0.091905,0.029849,-35.689103,7.831676,1000
261,0.261,0.749631,-0.883076,688.909477,-0.105969,-0.089956,0.029865,-35.694973,7.825539,1000
262,0.262,0.733488,-0.895524,688.925759,-0.107463,-0.088019,0.029881,-35.700937,7.819356,1000
263,0.263,0.717452,-0.907978,688.942701,-0.108957,-0.086094,0.029895,-35.706994,7.813126,1000
264,0.264,0.701524,-0.920436,688.960294,-0.110452,-0.084183,0.029909,-35.713145,7.806849,1000
265,0.265,0.685707,-0.932898,688.978530,-0.111948,-0.082285,0.029922,-35.719388,7.800526,1000
266,0.266,0.670001,-0.945363,688.997398,-0.113444,-0.080400,0.029933,-35.725725,7.794156,1000
267,0.267,0.654410,-0.957830,689.016889,-0.114940,-0.078529,0.029944,-35.732153,7.787739,1000
268,0.268,0.638935,-0.970297,689.036994,-0.116436,-0.076672,0.029954,-35.738674,7.781275,1000
